gold_label	sentence1	sentence2
Invalidate	The young couple are enjoying something to drink.	The couple are eating their dinner.
Support	The young couple are enjoying something to drink.	They are smelling the flavours as they are sipping the drink
Neutral	The young couple are enjoying something to drink.	It is always cherishing to eat out for couples
Invalidate	The women is wearing formal clothing while sitting.	The woman washes her face with soap and water.
Support	The women is wearing formal clothing while sitting.	A waiter brings the woman a drink.
Neutral	The women is wearing formal clothing while sitting.	It is hard to find comfortable shoes to wear with formal attire.
Invalidate	A single man riding a bike with red brick buildings in the background.	The man is driving a car home with his bike on the roof
Support	A single man riding a bike with red brick buildings in the background.	The man is finding it hard to bike up a hill
Neutral	A single man riding a bike with red brick buildings in the background.	The man spent a lot of money for his bicycle
Invalidate	A dog looking at the camera with a piece of cloth in its mouth.	The dog is eating a bone
Support	A dog looking at the camera with a piece of cloth in its mouth.	the dog is staring at the camera is such innocent look
Neutral	A dog looking at the camera with a piece of cloth in its mouth.	dogs are pitiful pets with innocent looks
Invalidate	A man in a hat standing outside of his green jeep rangler.	He went to bed early today as he was exhausted.
Support	A man in a hat standing outside of his green jeep rangler.	He leans back into the jeep to pick up his briefcase.
Neutral	A man in a hat standing outside of his green jeep rangler.	Jeeps are good for safaris but not for city driving.
Invalidate	A bunch of people in a life boat in the open ocean.	The people go home after reaching the shore.
Support	A bunch of people in a life boat in the open ocean.	The people enjoy floating in the water.
Neutral	A bunch of people in a life boat in the open ocean.	A life raft is a necessity when on the ocean.
Invalidate	A man selects a food item from a buffet table while a couple sits in the background.	The man is drinking a beer at the bar
Support	A man selects a food item from a buffet table while a couple sits in the background.	The food item is bigger than the man's plate
Neutral	A man selects a food item from a buffet table while a couple sits in the background.	Buffet tables have a wide variety of deserts and finger foods
Invalidate	A traditional ethnic wedding is taking place.	I'm taking off my ethnic godfather outfit
Support	A traditional ethnic wedding is taking place.	Ethnic wedding groomsman is well dressed
Neutral	A traditional ethnic wedding is taking place.	Many people like to participate in ethnic weddings
Invalidate	A teen boy in a blue tie dyed shirt and a red hat is standing outside against a tile wall.	the boy started running and falls into a pond
Support	A teen boy in a blue tie dyed shirt and a red hat is standing outside against a tile wall.	the boy is there for a picture of the event
Neutral	A teen boy in a blue tie dyed shirt and a red hat is standing outside against a tile wall.	many people was there for an event organized by the city hall
Invalidate	A black dog is standing on the grass.	his owner gives it a bath to clan the durt
Support	A black dog is standing on the grass.	the grass is wet under his paws
Neutral	A black dog is standing on the grass.	the lawn is beautifuly kept by its owners
Invalidate	Skateboarder on a ramp as seen through a chain link fence.	The skateboarder eats food at a restaurant.
Support	Skateboarder on a ramp as seen through a chain link fence.	The skateboarder prepares to take off.
Neutral	Skateboarder on a ramp as seen through a chain link fence.	Most people find skateboarding dangerous.
Invalidate	Three men watch as fish is being prepared.	The guys are eagerly awaiting the waters to relax
Support	Three men watch as fish is being prepared.	Four women for the pot to boil
Neutral	Three men watch as fish is being prepared.	the men waited hungrily as their fish was prepared.
Invalidate	An older man seasoning a shish kabob.	People are preparing closing the store right now.
Support	An older man seasoning a shish kabob.	He is seasoning it with his own blend of spices and oil.
Neutral	An older man seasoning a shish kabob.	Shish kabobs are great in the summertime on the barbeque.
