gold_label	sentence1	sentence2
Support	A person walks in front of the Heal's store.	The person looking left and right before crossing the road.
Neutral	A person walks in front of the Heal's store.	There are medicines available online for the person to purchase.
Invalidate	A woman holds a sign next to the street that reads "Honk to Indict Bush."	a policeman told her to go away
Support	A woman holds a sign next to the street that reads "Honk to Indict Bush."	the woman must be against Bush's political ideas
Neutral	A woman holds a sign next to the street that reads "Honk to Indict Bush."	there was a car waiting for the green at a traffic light
Invalidate	Two men walk down the shaded street.	Two men have reached their home.
Support	Two men walk down the shaded street.	It seems that they are having difficulty to walk on the road.
Neutral	Two men walk down the shaded street.	These days
Invalidate	A woman puts the firewood in order.	She puts a kettle on the fire.
Support	A woman puts the firewood in order.	The fireplace has been messy lately
Neutral	A woman puts the firewood in order.	It is snowing and cold at this time of the year
Invalidate	A fluffy dog plays with a small toy in a living room.	The dog is sleeping on the couch
Support	A fluffy dog plays with a small toy in a living room.	The toy which he is playing with is a squishy toy
Neutral	A fluffy dog plays with a small toy in a living room.	Dogs love to play with toys
Invalidate	Two women with purses walk in an urban location.	The two women sit down at a restaurant.
Support	Two women with purses walk in an urban location.	The women are walking to get some exercise.
Neutral	Two women with purses walk in an urban location.	Walking is a good form of exercise for all people.
Invalidate	Many kids are jumping in bags.	The kids are coming out of bags and packing their bags.
Support	Many kids are jumping in bags.	While jumping in bags
Neutral	Many kids are jumping in bags.	Kids should play traditional games instead of digital games.
Invalidate	two men grilling on a wood stove	Two men standing infront of wood stove
Support	two men grilling on a wood stove	Two men handle wood stove for grill
Neutral	two men grilling on a wood stove	Wood stove is undangerous and user friendly
Invalidate	A man in an orange suit walking in a mall.	The man gets some food at a restaurant.
Support	A man in an orange suit walking in a mall.	The man strides as fast as he can.
Neutral	A man in an orange suit walking in a mall.	Most people like going to the mall.
Invalidate	A dark complexion man in yellow and maroon shirt works the controls of a machine.	He is drinking tea with his wife in the quietness of his home.
Support	A dark complexion man in yellow and maroon shirt works the controls of a machine.	He is at the construction site of the real estate developer he works for.
Neutral	A dark complexion man in yellow and maroon shirt works the controls of a machine.	He works for a large company full-time.
Invalidate	A brown dog playing with a tennis ball on a beach	The dog gets some food from its bowl.
Support	A brown dog playing with a tennis ball on a beach	The dog messes around with the ball a lot.
Neutral	A brown dog playing with a tennis ball on a beach	Most dogs enjoy tennis balls.
Invalidate	Man and woman walking next to each other in front of Caution sign.	The woman makes a right turn and the man keeps walking.
Support	Man and woman walking next to each other in front of Caution sign.	The area is dangerous so people often walk in groups there.
Neutral	Man and woman walking next to each other in front of Caution sign.	The roadworks have been going on for a month now.
Invalidate	Woman with corn-rows and bikini swimming in the sea with a school of fish.	She is going to have lunch
Support	Woman with corn-rows and bikini swimming in the sea with a school of fish.	She enjoys herself by floating on water in an aquatic region with a gill-bearing aquatic craniate animals that lack limbs with digits.
Neutral	Woman with corn-rows and bikini swimming in the sea with a school of fish.	Floating on water in an aquatic region will help to refresh the mind and lead a peaceful life.
Invalidate	Four children in traditional clothing dance.	The children get some food at the snack bar.
Support	Four children in traditional clothing dance.	The children move to their favorite song.
Neutral	Four children in traditional clothing dance.	Most children enjoy dancing to music.
Invalidate	A skier doing a flip in a wooded area.	the fall broke his leg
Support	A skier doing a flip in a wooded area.	It's a dangerous but beautiful move
Neutral	A skier doing a flip in a wooded area.	He decided that this day is for exercise
Invalidate	Several people sit at computers working, in a large room with big windows.	The janitor closed the doors for the night after cleaning the office cubicles.
Support	Several people sit at computers working, in a large room with big windows.	About 10 people are working in the cubicles in the building.
