gold_label	sentence1	sentence2
Neutral	Pilot of a plane reaching out the window and washing the windshield while the plane is on the ground.	Plane's wind shield should be cleaned only by professionals.
Invalidate	2 young males, awkwardly stare into a camera as they hug and pose for picture.	Two young males Watching the Tv.
Support	2 young males, awkwardly stare into a camera as they hug and pose for picture.	Two young males hug the pose to camera.
Neutral	2 young males, awkwardly stare into a camera as they hug and pose for picture.	Two young males take the photo for camera.
Invalidate	Man with long brown hair, ball cap and glasses playing a guitar indoors.	The man gets some food at a restaurant.
Support	Man with long brown hair, ball cap and glasses playing a guitar indoors.	The man strums to his favorite songs.
Neutral	Man with long brown hair, ball cap and glasses playing a guitar indoors.	Most people enjoy hearing the guitar.
Invalidate	A team, wearing white, celebrates winning.	they are at their homes with their families now
Support	A team, wearing white, celebrates winning.	the yelling can be heard a mile away
Neutral	A team, wearing white, celebrates winning.	their team collors are blue and red
Invalidate	A couple walking and holding hands.	The couple gets some food at a restaurant.
Support	A couple walking and holding hands.	The couples moves at a decent pace.
Neutral	A couple walking and holding hands.	Most people see walking as a good form of exercise.
Invalidate	Deli man slicing meat thin and weighing the sliced pieces.	He packages and bags it for the customer.
Support	Deli man slicing meat thin and weighing the sliced pieces.	He is making sure that it is 200 grams.
Neutral	Deli man slicing meat thin and weighing the sliced pieces.	Meat can be a healthy part of a balanaced diet.
Invalidate	Four children playing in a flooded playground.	Four children are going to take bath.
Support	Four children playing in a flooded playground.	They splash and play like nothing was amiss.
Neutral	Four children playing in a flooded playground.	These days
Invalidate	A young man wears a helmet and protective clothing as he races his dirt bike through a muddy track.	The racing was finished for the day.
Support	A young man wears a helmet and protective clothing as he races his dirt bike through a muddy track.	He revves his engine as he guns it for the finish line.
Neutral	A young man wears a helmet and protective clothing as he races his dirt bike through a muddy track.	Motor vehicle racing can be dangerous.
Invalidate	A man with a long beard is standing outside a brick building.	The man gets some food at the restaurant.
Support	A man with a long beard is standing outside a brick building.	The man is thinking about what is inside the building.
Neutral	A man with a long beard is standing outside a brick building.	Most men don't enjoy having long beards.
Invalidate	A woman is walking across the street eating a banana, while a man is following with his briefcase.	She is eating an apple.
Support	A woman is walking across the street eating a banana, while a man is following with his briefcase.	The banana tastes very good.
Neutral	A woman is walking across the street eating a banana, while a man is following with his briefcase.	She loves bananas more than any other food.
Invalidate	Person standing on step wearing American flag shorts and holding a box.	The boy open his box to use their buying products.
Support	Person standing on step wearing American flag shorts and holding a box.	The boy is ready for collecting donation.
Neutral	Person standing on step wearing American flag shorts and holding a box.	The boy is returning from  the showroom.
Invalidate	A skateboarder wearing blue jean and a gray shirt performs a stunt along a graffiti colored wall.	The skateboarder gets some food at a restaurant.
Support	A skateboarder wearing blue jean and a gray shirt performs a stunt along a graffiti colored wall.	The skateboarder tries to land his trick without getting hurt.
Neutral	A skateboarder wearing blue jean and a gray shirt performs a stunt along a graffiti colored wall.	Most people view skateboarding as being dangerous.
