gold_label	sentence1	sentence2
Support	Two scientists are examining a petri dish.	One scientist gets out a telescope to take a closer look.
Neutral	Two scientists are examining a petri dish.	A petri dish can hold any number of things that are interesting.
Invalidate	Snowboarders do tricks on mountain.	The snowboarders put their boards away.
Support	Snowboarders do tricks on mountain.	The snowboarders focus hard to nail their tricks.
Neutral	Snowboarders do tricks on mountain.	Snowboarding is a fun winter sport.
Invalidate	A quintet is posing for a photograph with their instruments- a cello, 3 violins and a clarinet.	They are going to reach home
Support	A quintet is posing for a photograph with their instruments- a cello, 3 violins and a clarinet.	Their performance pulls a large crowd as they used some new notes and tunes.
Neutral	A quintet is posing for a photograph with their instruments- a cello, 3 violins and a clarinet.	A musical event played by a group of five singers with five instrumentalists will attract all kinds of audiences.
Invalidate	A man is standing on a dock with nothing on but a towel around his waist.	The man is trying to fish out his towel which has fallen into the water with a fishing pole.
Support	A man is standing on a dock with nothing on but a towel around his waist.	The man is tightening the knot of the towel around his waist so that it does not come undone.
Neutral	A man is standing on a dock with nothing on but a towel around his waist.	It is daring to be in a public space with only a towel for cladding.
Invalidate	The brown dog is laying down on a blue sheet.	The dog runs and catches the frisbee.
Support	The brown dog is laying down on a blue sheet.	The dog falls asleep after eating the last meal for the night.
Neutral	The brown dog is laying down on a blue sheet.	Dogs enjoy finding the same spot to relax on everyday.
Invalidate	A young girl in a bathing suit is standing on a beach at the water's edge, surrounded by seaweed.	The young girl can not get her head because of hangover.
Support	A young girl in a bathing suit is standing on a beach at the water's edge, surrounded by seaweed.	She likes the view of water from the edge when it shines like diamonds because of sunlight
Neutral	A young girl in a bathing suit is standing on a beach at the water's edge, surrounded by seaweed.	The beaches are awesome whether it's day or night.
Invalidate	The large white bird swoops down hovering above the water.	White bird is flying high in the sky.
Support	The large white bird swoops down hovering above the water.	The bird is  looking for food.
Neutral	The large white bird swoops down hovering above the water.	Some people believe birds are bad omens.
Invalidate	A man jumps near a water fountain.	A man dry his body with a towel
Support	A man jumps near a water fountain.	The water is so cold for him
Neutral	A man jumps near a water fountain.	People love taking a nice cold shower
Invalidate	A group of African men unloading a truck full of fresh fish.	the men prepare their stand for the market
Support	A group of African men unloading a truck full of fresh fish.	a box fell over and all the lobsters have to be thrown away
Neutral	A group of African men unloading a truck full of fresh fish.	many others were there prearing of the market
Invalidate	The small girl is swinging on the rope	The girl takes a nap in her bed.
Support	The small girl is swinging on the rope	The girl tries to go back and forth as fast as she can.
Neutral	The small girl is swinging on the rope	Most kids like swinging on a rope.
Invalidate	A traffic signal is alerting those wanting to go left to proceed while those wanting to go straight must stop.	We have finally made it to the airport despite the jam at the turning.
Support	A traffic signal is alerting those wanting to go left to proceed while those wanting to go straight must stop.	If we are lucky we might make it to the turning before it turns red again.
Neutral	A traffic signal is alerting those wanting to go left to proceed while those wanting to go straight must stop.	If we had autonomous vehicle there would be no more need for traffic signals.
Invalidate	Some people and a horse-drawn carriage are in front of a restaurant.	There are no horses in this part of town
Support	Some people and a horse-drawn carriage are in front of a restaurant.	It's "National Bring your Horse to work Day"
Neutral	Some people and a horse-drawn carriage are in front of a restaurant.	There horse was pretty big
Invalidate	two young adults kissing outside in a sandy area.	it is their last kiss before the man joins the army
Support	two young adults kissing outside in a sandy area.	the mad just proposed to the woman and she said yes
